id,text,sarcastic,rephrase,dialect
2579, مين اللي انا عنها حكيت ماتقولي يالله ياريت انا اموت انا ناقص اقولك انا 😰✨💕 لو اقولك  اليسا ,0,,nile
2580, سهران على جولة البيرميرليج وبكرة الظهر مونديال الأندية مع ريال مدريد 😊و أنت نام وراك دوام ياعزيزي 🌹 ,0,,gulf
2581,الا غصب يخلون ميسي هو صانع امجاد الارجنتين,0,,msa
2582,مؤتمر  المفكرين  في أبو ظبي :العالم يعيش ثورة العلم والتكنولوچيا والتواصل الإنساني ونحن نعيش حقبة الجهل والكذب وغياب القيم حزين عليك يا مصر,0,,msa
2583,احناا الصوت ساعة لما تحبو الدنيا سكوت  كاريوكى,0,,nile
2584, بعد جلسة الجمعيه العامه للامم المتحده من اجل مساعدة ارهابيي جبهة النصره في حلب والاستماته في اخراجهم منها نستطيع القول العالم يتكلم ارهآب ,0,,msa
2585, ناجح إبراهيم:  ثورة يناير  فككت  الدولةوالفيوم وبني سويف معاقل للفكر التكفيري  أخبار  مصر,0,,msa
2586, أمير قطر السابق يشارك في جنازة  كاسترو و يشكره على مواقفه التاريخية بموضوعي  فلسطين و ثورة  الجزائر..طيب نحنا على شو فينا نشكر سمّوه؟! ,0,,gulf
2587,حرب مغردا: صديقي جبران تويني ١١ سنة على غيابك وما زلت ملتزما بالمبادئ التي استشهدت من اجلها، والوطن الذي حلمت به هو الوطن الذي نعمل من اجله,0,,msa
2588,الابتذال ملا الشوال!  شبرا  القاهرة  مصر  افريقيا  كوكب الارض  مجرة درب التبانة | شبرا,0,,nile
2589,لا تجعل الطريق يأخذك حيثما يتجه بل إذهب حيث لا يوجد طريق و اترك آثارك,0,,msa
2590, اللهم فرج همهم اللهم اهلك عدوهماللهم نفس كربهم اللهم انصرهم اللهم امين🌷 ستبقي حلب شامخة✌️  الدعاء لك ياحلب ,0,,msa
2591, بدوره المجتمع الدولي و  الأمم المتحدة في جلسه الان قال مسؤول الامم المتحده للاغاثه ان المجتمع الدولي غير قادر على انهاء مأساه حلب ,0,,msa
2592,قلمين عقب أسبوع من محمد محمود المجد لأبطال محمد محمودهتفضل مصر شايلة جميلهم دائما وأبدا,0,,nile
2593,عندى قمر بسهر معاه :) عندى معاد وحبيبى لغاه :( —  كاريوكى,0,,nile
2594,صورة من كواليس إحدى حلقات برنامج (قصة الأندلس) المنتظر عرضه في رمضان القادم يمكنك مشاهدة برومو البرنامج على,0,,msa
2595, زوجة إبراهيم حسن تكشف تفاصيل محاولة قتل نجلها على يد  سائق  شركة  اوبر خلال محاولته سرقة هاتفه الجوال  مصر  جريمة ,0,,nile
2596, كتير ب  لبنان عم يقولوا ان الحكومة الجديدة ل  المستقبل إدارتها ول  حزب الله قرارها! ,0,,levant
2597,وظني بك يارب ظناً جميلاً   جمعة مباركة,0,,msa
2598, خلق جميل الشعور بالغير,0,,msa
2599,بعد دقائق يتحدث حبيبنا دعبد المنعم أبو الفتوح على قناة الحياة عن رؤيته للاوضاع الاخيرة فى مصر ومسقبل البلد,0,,msa
2600, القصيدة خذيهاأو خذينيودعي لهم الورقة. أحمد الشيخ علي ,0,,msa
2601,وصلت صالة 5 في هذه الساعة المتأخرة. أخذت  أوبر شاب مواطن، لطف ومهنية، سيارته نظيفة، وقدم قارورة ماء.الله يحفظه لأهله، ويبارك له في رزقه.,0,,nile
2602,ربي بلغنا رمضان من غير أن نرى دمعة حبيب، ولا فراق غالي، ولا استمرار مرض لقريب، اللهم بلغنا رمضان لا فاقدين ولا مفقودين رمضان كريم,0,,msa
2603,4 أناشد الجميع الابتعاد عن الاقتتال الأهلي والالتزام بالتعبير السلمي عن الرأي، لا تفرضوا لون الدماء على الميادين والشوارع المصرية، انتبهوا!,0,,msa
2604, الله الله 😍  حزب الاعاده ,0,,nile
2605, ماهر فخامة الاسم تكفى,0,,msa
2606,  مبارك سحبه مرتين بالفعل راجع معلوماتك,0,,nile
2607, حلب  القلعة والأصالة باتت عاصمة للصمود وواثقون بقدرة أهل الشهباء على الصمود والتصدي  ستكون حلب المسمار  الذي سيدق في نعش الكفرة  ستبقي حلب ,0,,msa
2608, اللي ما تاخذها بخشم البندقة والله مانك واخذها بالسياسة ..للمهرولين نحو الحوار مع ثوار الناتو من الخضر . ,0,,levant
2609,محلي إندلاع حريق هائل في منطقة اللطرون شمال مدينة  القدس وبالقرب من الطريق رقم1 الواصل بين القدس ومدينة  يافا المحتلة. شباب نيوز,0,,msa
2610, هتحبك لو تحاول تقنعها باللى انت عايزه بهدوء مش زعيق وخلاص ;),0,,nile
2611, أوقفوا الفحم :),0,,msa
2612,  هل تعلم  أن  حلب قادت مدن الشام ضدالدولة العبيدية الرافضية اليهودية والتي جردت الجيوش لإحتلال الشام خلال أكثر من نصف قرن ستبقى حلب ,0,,msa
2613,أتممت مهمتي كعضو لجنة تحكيم في مهرجان فينيسيا اليوم شاهدت 20 عرض وراضي بشكل عام عن نتيجة الأوريزونتي التي ستعلن في الختام كمان ساعتين,0,,nile
2614,أغيب هذا الأسبوع لا لتحضير مفاجأة ولكن للتركيز في موضوع معقد التفاصيل :),0,,msa
2615, ما لا يعرفه الكثيرون حتى السياسيون منهم أن الرئيس الروسي بوتن هو يهودي وليس نصرانياً. ,0,,msa
2616,صمت بعض الصحفيين والإعلاميين في صحف الأحزاب ووسائل الإعلام الخاصة عن خطورة تفعيل قانون الطوارئ وتقييد الحريات بل وترحيبها به,0,,msa
2617, قوات  الاحتلال تعتقل شابا من مخيم شعفاط، وتصادر سلاحا من منزله، الليلة الماضية. ,0,,msa
2618,  ستولتنبرغ|  الناتو يقدم دعماً سياسياً لأوكرانيا ويواصل العمل على وحدة أراضيها  مباشر  تركيا  أوكرانيا ,0,,msa
2619, الفرسان كورة | اخبار |  محمد صلاح يقود  تشيلسي لاسقاط  ليفربول,0,,msa
2620,(وإنما الأمم الأخلاق ما بقيت فـإن هُمُوُ ذهبــت أخـلاقهم ذهــبوا)  خلق جميل  خلق جميل,0,,msa
2621,الأمم المتحدة: ننتظر موافقة  موسكو و  دمشق على هدنة بـ  حلب بحلول 24 الجاري,0,,msa
2622,مبارك عليكم الشهر!  رمضان كريم,0,,msa
2623,يا رب لك الحمد أن جمعت شمل أسرتي,0,,msa
2624,عاد جلاّد الأندية ؛ وحاكم الكرة الدائم 😍️  تصميمي  ريتويت  ريال مدريد  كريستيانو رونالدو,0,,msa
2625,(ونادى أصحاب الأعراف رجالا يعرفونهم بسيماهم قالوا ما أغنى عنكم جمعكم وما كنتم تستكبرون) [الأعراف:48]  ريال مدريد,0,,msa
2626,محبين البرنامج بيزيدوا :),0,,nile
2627,لم يترك الانقلاب نقيصة الا وعملها,0,,msa
2628,الحمد لله أن لي ربايغفر الذنبويقبل التوب حليمستيرغفوررحيمجبارعليمحكيم تعرف إلى الله بأسمائه وصفاته  أح…,0,,nile
2629,احضن اللى بتحبه   بكلامك   ^ ^ ! - قوله كلمة حلوة  فجأة : ) !,0,,nile
2630, سوريا فى القلب الله ينصركم يارب ويشفي صدوركم,0,,msa
2631,لن أُصدق كتب التاريخ بعد اليوم وقد رأيت الحاضر يُزيف بلا حياء فكيف بتاريخ كتبه مُنتصر ؟  مجزرة رابعة,0,,msa
2632,أن تكون علمانيا لا يعني أن تشتم  حسن البنا وأن تحكم على كتب  سيد قطب بانها ثرثرة وأن عبارة  إني اتطبّب بالجوع  للشيخ  ا…,0,,nile
2633,المادة التاسعة وأسباب أخرى لرفض مسودة مبادئ الدستور (1) - عمرو حمزاوي - بوابة الشروق,0,,msa
2634, كريستيانو رونالدو صاروخ ماديرا او قاذفة اللهب او الدون او التورنادو او السيداو الامراطور و المهم انه افضل لاعب عالمي,0,,nile
2635, موقف نفسي اعيشه مع مراتي انى اكون الأمام و نصلى مع بعض!,0,,nile
2636,من الأمور الهامة لتنمية  الحب بين الزوجين التفاعل مع أزمات شريك  الحياة فلذلك أثر كبير في بناء المودة بين الزوجين وجعلهما أكثر قربًا ومحبة,0,,msa
2637,٥ أعوام قضت من بداية الحرب في  سوريا ولو كان فيه ضمير الأمم احساس لكان أضعف الايمان هو تجهيز جيش من النازحين  السوريين ودعمهم حلب تباد بصمت,0,,msa
2638,  اليمن  قوات التحالف عسيري انتهاء الهدنة وعدم التمديديا حسافة مشوار  كيري اللي راح خسارة كيري تحركات لانقاذ قطاع الطريقلكن لن يتم ذلك ,0,,msa
2639,الاعتقالات وباء وانتشر فى مصر والحبس الاحتياطى فيروس يلاحق المعتقلين,0,,msa
2640,حلب إنطلق منها نور الدين فضم دمشق للجبهة الإسلامية سنة 549هـ وحقق بذلك توازن قوى مع الصليبيين ليبدأ بمجاهدتهم بكل قوة وإقتدار ستبقى حلب,0,,msa
2641, اللهم أنت السلام ومنك السلام تباركت يا ذا الجلال والإكرام  ريال مدريد ,0,,msa
2642,  الكويت / تقدم مليون دولار لعلاج الاطفال السوريين النازحين في لبنان. ,0,,msa
2643,ما حدث في مصر عكس ما يقوله الكثير هو دليل على الوعي الديموقراطي لدى الشعب مرسي كان جاي بشروط وأول ما هو غيرها الشعب غيره,0,,nile
2644,إبطال مفعول قنبلة بدائية الصنع بجوار ميدان محطة  المنيا,0,,msa
2645,  بنغازي استشهاد الاسير عند الدواعش من سجناء بوهديمه  اسامه جمعه النايلي الذي قتل فى احدى الغارات الجوية ونحتسبه باذن الله تعالى من الشهداء ,0,,msa
2646,اسحبوا الوثيقة الدستورية المشوهة نريد لجنة محايدة تضع ميثاق شرف نلتف حوله جميعاًأولويتنا هى توحيد الصفوف وليس المزيد من الصدام والفوضى,0,,msa
2647,قطر ترفض تسليم 28 شخصا من قيادات  الإخوان المسلمين ما أجملها من تُهمة وما أعظمه من موقف  شكرا…,0,,msa
2648, فقدنا ثلاث من العظماء  عبدالله بن غبدالعزيز و  هوجو تشافيز و  كاسترو الموتمر ألسابع ,0,,msa
2649, يا سنينى اللى رحتى ارجعيلى ... ارجعيلى شى مرة ارجعيلى .. ورديلى ضحكاتى اللى راحت ..💔 فيروز ,0,,levant
2650, مستشار سابق في  البعثة الإيرانية لدى  الأمم المتحدة يقر بتقديمه إقراراً ضريبياً كاذباً يخفض حجم راتبه وبالتآمر لانتهاك قانون أمريكي للعقوبات ,0,,msa
2651, ولاد البلد  المنصورة  مصراوي أهالي  المطرية يتضررون من غرق  شارع  مدرسة النصر ورعاية الأمومة بمياه  الصرف الصحي,0,,msa
2652,الشبكة زفت  فودافون  اتصالات  موبينيل,0,,nile
2653, الحريري استقبل في  بيت الوسط  وزير الخارجية الكندي ستيفان ديون يرافقه نواب كنديون من أصل لبناني ,0,,msa
2654, ان التفاؤل هو الايمان الذي يقود الى النجاح .. ولا شيء يمكن تحقيقه بدون الامل و الثقة .. هيلن كيلر.  ريال مدريد ,0,,msa
2655, يجب على  تركيا و  إيران و  الصين و  روسيا أن تُتاجر مع عملاتها. ليست هناك حاجة للتجارة مع  الدولار و  اليورو. ,0,,msa
2656,كل عام وأنتم بخير وكل منا في سلام مع نفسه ومع الغير وفي وطن يتسع للجميعمازالت قناعتي أن شباب مصر الثورة هم الحل والأمل:فكر خلاق وقيادة فتية,0,,msa
2657, حب كل حياتي  اليسا ,0,,msa
2658,كابوس متى ينتهى,0,,msa
2659,(أومن ينشأ في الحلية وهو في الخصام غير مبين) [الزخرف:18]  ريال مدريد,0,,msa
2660, موسكو: إرسال مراقبين دوليين إلى  حلب يجب أن يتم بموافقة الحكومة السورية. ,0,,msa
2661,شعرت بالحزن أثناء زيارتي للكنيسة بعد أن تحدث معي العديد من الأقباط عن إحساسهم بالظلم الواقع عليهم كأقلية في مصر,0,,msa
2662,أتقدم بخالص التهنئة إلى الإخوة الأقباط بمناسبة عيد الميلاد المجيد أعاده الله على مصر بالأمن والرخاء,0,,msa
2663,رحم الله الحاضر الغائب أيقونة النضال الفلسطينى محمود درويش ، تحية ودعاء فى ذكراه,0,,levant
2664, مجلس الأمن يقر بالإجماع على نشر مراقبين دوليين في حلب واحياءها الشرقية…من يضمن حيادية المراقبينولماذا وافقت روسيا على وجودهم لمدةغير محددة ,0,,msa
2665,الإرهاب خطر عالمي اعتاد أن يستوطن في مناطق تغيب عنها هيبة وسلطة الدولة ويحولها لملاذ له خلايا القاعدة وتيارات عنفية مختلفة ليست بعيدة عنا,0,,msa
2666, اييييييييه ع قولت بيونسيه دورنت ورري بيبي دونت ورري😢 ,0,,gulf
2667,الى الثوريين المقاطعين لانتخابات الرئاسة المقاطعة ان لم تكن عامة وشاملة ومؤثرة ستصب في صالح الفلول كما ان غيابكم يعنى فتح الباب للتزوير أ,0,,msa
2668,  نطلب دعم المعارضة السورية بصورايخ والعتاد العسكري لمحاربة المرتزاقة جنود بوتن والمرتزاقة مليشيات.النظام الاسدي والايراني الارهابية ,0,,msa
2669,لصالح من يُلغى مشروع ( محور قناة السويس ) الذي كان من المقرر أن يرفد الخزينة المصرية بمائة مليار دولار سنويا ؟ الجواب…,0,,msa
2670, أوسكار : لقد امضيت سنتان مميزتان حتى الأن، و أريد أن استمر في اللعب هنا لسنوات عديدة مثل تيري ولامبارد,0,,msa
2671,1 ده حلم قديم يبدو أنه اقترب تحققه بإذن اللهكان عندي مشروع مسرحية من كام سنة مع الفنانة سهير البابلي بس مااكتملش للأسفيامسهل,0,,nile
2672,  اردوغان قال لروتانا لااستطيع تأيد الانقلاب فى  مصر والا اكون متناقض مع نفسي و  السيسي لايستطيع تاييد الثورة فى  سوريا والا سيتناقض مع نفسه ,0,,msa
2673,تحية للراحل العظيم السيد محمد حسين فضل الله العلامة المقاوم المحاور المتسامح المجتهدالمجدالمجدداللبنانى الفلسطينى العربى الاسلامى الانسان,0,,msa
2674,من يريد ان يقدم لوطنة سىء لا ينشغل بالدفاع أو إيذاء الآخرين أبو الفتوح يتحدث الآن  ,0,,msa
2675, المستشاره الالمانيه ميركل بسم الله لحمد لله هل يمكننا رؤيت دور حقيقى لالمانيه فى الازمه السوريه واعلان مايدور بشكل حقيقى على المجتمع الدولى ,0,,msa
2676,عن الروقان اللي كانت فيه  دينا الوديدي فـ اغنيه وحده خيااااال,0,,nile
2677,  عاجل  حلباشتباكات عنيفة تجري الآن على محور حي   بستان القصر   و  الجيش السوري يرد على قذائف الإرهابيين بالمدفعية الثقيلة. ,0,,msa
2678,حماة :  طيران  الاحتلال الروسي يشن غارات جوية عند الساعة 10:30 ص على الاحياء السكنية في مدينة  اللطامنة في ريف  حماة الشمالي,0,,msa
2679,مقتل سعيد فضة أكبر مورد بلطجية فى  شبرا الخيمة وعميل أمن الدولة  ,0,,msa
2680, اللهم زد أحبتي  عفواً وعافية وتوفيقاًً وسداداً وصلاحاً  وأحفظهم من كل سوء  صباح الخير,0,,msa
2681,مصر ثالث أعلى الدول ديوناً في العالم - ربنا ينتقم من العصابة واحد واحد ويورينا فيهم يوم!,0,,nile
2682, وزير التموين:  الدعم لا يصل لمستحقيه وعودة  المجمعات الاستهلاكية قبل رمضان || لمزيد من التفاصيل على الرابط,0,,msa
2683,فتنة المنيا تثبت أن هناك من يحاول العبث بوحدة هذا البلد المحمى بعناية الله ويقظة أبناءه،تحقيق فورى وعدالة ناجزة تطمئن الشعب لدولة القانون,0,,msa
2684,اقبال المصريين على التصويت فى الانتخابات ضمانة لبرلمان يعبر عن الشعب ، وانتخاب ممثلين لشباب الثورة ضمانة لبرلمان يستكمل مهام ثورتنا,0,,msa
2685,  واشنطنالبيت الأبيض ينذر النظام وروسيا بسبب قصفهم الهمجي على  حلب  روسيا سوريا ,0,,msa
2686, سورية اكبر عصفورية بالعالمالافراج عن مسلمي الفوعة مقابل الافراج عن مسلمي حلب الشرقية ,0,,msa
2687, بعدك على بالي 😄   فيروز ,0,,nile
2688,الشباب المتأثر بالفكر الوهابي يحمل نوايا طيبة لكن ليس هذا حال القيادات تاريخياتحالفت الفاشية الدينية مع مع العسكر دائماً كما يحدث الان,0,,msa
2689, مامن غذى قزنت...قزن ضناك ياذيب يالله بنغازي ,0,,msa
2690,  بروكسل — تمديد العقوبات الأوروبية على  روسيا حتى يوليو المقبل ,0,,msa
2691, انتهت الفنانة نوال الزغبي من تسجيل أغنية جديدة بعنوان  بدك تسأل عليّ  من كلمات أحمد ماضي، ألحان جان صليبا وتوزيع باكيتو باهيم. ,0,,msa
2692,زوجة  ابراهيم حسن ل  ٩٠ دقيقة سائق شركة  اوبر تعدي على ابني بمطواه طالبا منه الموبايل فرفض مما ادي الي جروح قطعيه في جسده,0,,msa
2693,سبحان المعز المذل قصة علي العريض من السجن إلي وزير داخلية تونس,0,,msa
2694, اسئل الله أن يردهم اقوى من أول نحن امة اعزنا الاسلام   تكفي يابو فهد نحتاج للهييه ,0,,msa
2695,  كيري وعسيري جداليهود واحد ,0,,msa
2696,"الشهيد بيموت مرة واحدة و المعتقل بيموت كل يوم ,,, اللهم فك أسراهم  انا مش رقم",0,,nile
2697,  حركة المرور كثيفة على اوتوستراد  المطار باتجاه الانفاق وصولا الى  خلدة دون عوائق  لبنان الآن ,0,,msa
2698,مش كده برضه حيث كده خد دي لحد ما أشوفك على خيرصباح الفل,0,,nile
2699,  غرد كانك في التسعينياتكانتْ نوال الزٌغبي عمْ بيشلٌوها بالسيارة 💖 ,0,,levant
2700,  الناتو يعطي الضوء الأخضر لتركيا لامتلاك منظومة دفاع جوي بعيدة المدى  لبنان الآن ,0,,msa
2701,ولو بتقولوا أن أمن البلد هيتححق بعيد عن الحقوق الأقتصادية والأجتماعية تبقوا واهمين،،~  يوسف الحسينى,0,,nile
2702, إذا كُنت تقضي ساعات طويلة على الحاسوب لديك فرصة للعمل مع جوجل بغض النظر عن درجاتك الدراسية ,0,,msa
2703,سريخيو راموس وقع مع ريال مدريد في آخر يوم من سوق الانتقالات وتحديدا قبل 25 دقيقه من إغلاق المريكاتو !!رجل الدقائق الأخيرة 😍,0,,msa
2704,  هوا الحرية  جبران تويني   سمير قصير  جورج حاوي أسماء دفعت حياتها ضحية نضالها من أجل حرية لبنان الذي للأسف يحتاج الحرية أكثر من وقت مضى. ,0,,msa
2705,قلت للرئيس شباب الثورة لفقت ضدهم التهم من اجهزة الأمن وانت تسال اجهزة الأمن عن الأبرياء فيهم هل تتوقع ان تعترف اجهزة الأمن بالتلفيق وتعتذر,0,,msa
2706,لبيك اللهم لبيك لبيك لا شريك لك لبيك إن الحمد و النعمة لك و الملك لا شريك لك,0,,msa
2707, يشترط لكونك مذيعة تقدمين  مهرجان القاهرة السينمائي أن ترتدي فستان بدون كتف أيمن...! ,0,,msa
2708,  حرب اقليمية ودولية ملامح حرب تلوح في الأفق  الناتو الولايات المتحدة  العراق تركيا سوريا  روسيا ايران الشعودية  السعودية الامارات مصر ,0,,msa
2709,انفولو بلال مرشح الكنيسة و نصير دولة الفقيه ايوه الاتنين مع بعض,0,,nile
2710,د عبد المنعم أبو الفتوح: أبعث بتهنئتى وتحياتي الى شباب الثورة الذي مازال يدافع من أجل استمرار مسيرة الثورة,0,,msa
2711,أخر خاطر قبل النوم: اكبر جريمة في حق الثورة وحق مصر هو ان نحرم انفسنا من الفرصة الحقيقية التي دفع شهداء الثورة بأرواحهم من اجلهاو مازالوا,0,,msa
2712,مازلنا نعيش عهد اللافعل,0,,msa
2713, تكلفه الحج فى مصر خمسين ألف جنيه فى حين ان الرواتب لا تتعدى ألفين يعنى اللى جاى يحج أو يعتمر موفر من اكله علشان فريضة ربناولا سيسي ولا ,0,,nile
2714,اتمني يكون صباحك كله تفكير وعمل من اجل نادينا العظيم  الزمالك الافريقي,0,,nile
2715, رب مسنا الضر وأنت ارحم الراحمين  ليبيا بنغازي طرابلس درنة ,0,,msa
2716,عيد ميلاد فيروز فيروز شاهدت مسرحية ميس الريم عام 1975 في بيروت قصر البيكاديللي كما شهدت حفلاً اقامته في لوس أنجلوس عام 1981,0,,nile
2717,فريق الوعد  إنصاف الإخوان,0,,msa
2718, أسم فيلم بتحبه أسف على الإزعاج,0,,nile
2719,قاربت السنه علي ابشع مجزرة في التاريخ الانساني  فض اعتصام رابعة و العين مليئة بالحسرة و يمزجها الامل و الصبر علي,0,,msa
2720,: عاجل استقالة وزير السياحة احتجاجاً على تعيين محافظ الأقصر   ما زال فى مصر رجال يفضلون الوطن على المناصب  الف تحية,0,,msa
2721,ملاك قلبي تكفين ياعمري تكفين والله ماعمري  ابي ايفون 7,0,,gulf
2722,رحم الله جمال البناكان له ككثير من العلماء آراء صادمة وكان لديه النقاء الكافي لإعلانها والدفاع عنها وتحمل ضريبة الهجوملكن عطاءه أوسع بكثير,0,,msa
2723, على الدول العربية والحكام الذي لم يستطيعوا الدفاع عن حلب بالرجال والسلاح فلا أقل أن يدعموها بالمال وحفظ كرامةمابقي من النازحين السوريين  حلب ,0,,msa
2724, يفضل شرب العصير الطازج فور الإنتهاء من تحضيره..!؟! بسبب زيادة فرص تعرض العصير للبكتريا عند التخزين.  ريال مدريد ,0,,msa
2725, سائقين اوبر وكريم  يغرقون سياراتهم بعطور مخيسة تجيب التكة ليه ي خي ليه معنا ربو حاد مو ناقصين😾😰 اوبر  كريم   مقاطعة اوبر وكريم ,0,,gulf
2726, شخصيات لن تعوض ,0,,msa
2727,أعلنا اليوم تأسيس حزب الدستور الجديد في جو مليء بالحماس والتفاؤل وفقنا الله لما فيه خير الوطن,0,,msa
2728,يا عمر سيبك من كل دة فى حملة منظمة لتشوية ثورة 25 يناير ورموزها أقرأ مقالة مصطفى النجار فى اليوم7النهاردة وشوف …,0,,nile
2729, قروب المحبه والموده قروب فيدرر للدعمسقى الله أجـسَاد المرضى عـافيه ؛ وقبور المـوتى رحمةً واسـعَه ..,0,,msa
2730,الجزء الخامس في هاري بوتر معجبنيش السؤال هنا اكمل للاخر ولا هيبقوا زى الخامس 😕,0,,nile
2731,سواء اتفقنا او اختلفنا مع الاستاذ خالد صلاح فمن حقه ان يعبر عن رأيه ويقوم بواجبه الاعلامي بحرية كاملة الاعتداء على خالد صلاح ارهاب وبلطجة,0,,msa
2732,  ماذا لو المدارس مختلطهماعاد توصّي احد على النظافه ,0,,gulf
2733, لازلت في محاربة جستن بيبر واي اغنيه تعجبني اشوف سومو اذا منزلها بصوته💓 ,0,,gulf
2734,اليوم مرت ٣ أسابيع على مذبحة  رابعة و النهضة التي تشبه في بشاعتها مذابح صابرا و شاتيلا و سربرنتسيا و ١١سبتمبر لا يفعلها إ…,0,,msa
2735,  رصدباور:  واشنطن توثق الاعتداءات ضدّ السوريين وستحاسب المسؤول. ,0,,msa
2736,ندوة دعلاء الأسواني الليلة السابعة مساءً بالمقطم التفاصيل >>,0,,msa
2737, الأسواني:ان الجرائم التى يرتكبها الاخوان المسلمون تتزايد كل يوم وبالرغم من بشاعتها فهي تكشف حقيقة الاخوان التي ,0,,msa
2738,  اردوغان في لقاء نادر على الاسرائيلية الاولى: لو اسرائيل أبعدت اسلحتها عن  الضفة و غزة،  حماس لن تصوب سلاحها على  اسرائيل ,0,,msa
2739,مشاهد مذابح 6 اكتوبر دارت حول العالم وأى أكاذيب او تمثيليات للانقلاب لن يصدقها العالم,0,,msa
2740,هل هذه هي الديمقراطية؟ هل وزعت أيضا أموال على طلاب جامعة النيل والقيادات النقابية لزعزعة الاستقرار؟ هل بالأمن والقمع سنتعامل مع الاحتجاجات؟,0,,nile
2741, عيوننا اليك ترحل كل يوم.. و انني اصليحين هوت مدينة  القدس تراجع الحب و في قلوب الدنيا استوطنت الحربيا  قدس يا مدينة الصلاة..   ساعة فيروز ,0,,levant
2742,1 كما سجلت أكثر من مرة قبل٣٠ يونيو وبعده، مصر وقعت فريسة لفاشية دينية محرضة على العنف ولفاشية قمع وإقصاء وعنف زيفا باسم المصلحة الوطنية,0,,msa
2743,من أجمل ماشاهدت في حياتي أكبر نجوم هوليود وهما عالمسرح بيتجمعوا لقراية كتاب هوارد زن عن التاريخ الشعبي لتوصيله للناس,0,,nile
2744,خطاب مرسي بميدان التحرير كان موفقا وقسمه الرمزي ضروريا وتأكيده على أن الشعب مصدر السلطات وعلى الدولة المدنية الديمقراطية وحقوق المواطنة جيدا,0,,msa
2745, بوب ديلان شكله فوتوجينيك جدا ابن اللذينة ,0,,nile
2746,ألظلم يأتي من أشخاص و جماعة و ليس من البلد و بالتالى بحب بلدى بحب بلدى,0,,msa
2747,  خبر  بنغازي غارة جوية بطائرة أجنبية بدون طيار على العمارات الصينية في المحور الغربي منذ قليل . ,0,,msa
2748, بوب ديلان مغني شعبي امريكي اخذ نوبل للادب . ,0,,nile
2749,باقي على  رمضان 69 يوما تقريباً وتبدا القصه الجميله وتعلو المساجد بأصوات التراويح اللهم بلغنا رمضان لا فاقدين ولا مفقودين ♡,0,,msa
2750,بعد قراءة مادة 219 الصوفيين يعملوا إيه كده؟ ليه نقفلها ع  السنة والجماعة ؟ ولا دي تمهيد للحرب مع الشيعة؟ دستور مريب ليس للمصريين,0,,nile
2751, نفسي في هيدر و كافر فيه ( الاهلي - مانشستر يونايتد - ريال مدريد - اسي ميلان )وهكون شاكر للي هيعملة بجد ❤ ,0,,nile
2752,نبيل العربي فخر لمصر في علمه و أخلاقه ووطنيته ونقائه ولم يفكر أو يسعي يوماً للترشح للرئاسة لا تزجوا بإسم الرجل في هذا المناخ السياسي الملوث,0,,msa
2753,أمي ولك في هذا اليوم دعوه ؛ حفظك الله من كل سوء ياجنتي حفظ الله أمي وأمهاتكم وجميع أمهات المسلمين  عيد الأم …,0,,msa
2754,العنف والقتل في محيط مقر جماعة الإخوان مدان ومرفوض بالكامل كما في اشتباكات أسيوط وبني سويف، كل الدم المصري حرام، لا تفسدوا ٣٠ يونيو,0,,msa
2755,شيخ المسجد مشغل المكروفون وبيقول بلطجية برا عابزين يموتونا ، وانا واقف برا وشايف بعيني الناس بتحاول تطلعهم وهم رافضين …,0,,nile
2756,طلاب الجامعات قالوها اليوم عاليا لا دراسة ولا تدريس الا بعودة الرئيس صدامات واعتقالات وغدا ايقاف الدراسة او فوضي بالجامعات,0,,msa
2757,هذه هى المناظره تماما كما أتصورها بين  حمدين و  المشير  السيسى !  الكبير كبير متعملش مناظرات يا مشير  سأنتخب السيسي …,0,,nile
2758,ألف صورة لألف شهيد من شهداء مجازر الانقلاب الدموي في  رابعة و  النهضة و  رمسيس و  الدقي …,0,,msa
2759,إلى المتخاذلون و المتحولون :يقول مارتن لوثر عندما ينتهي كل شيء لن تذكر شيئا من كلمات أعدائك لكن صمت أصدقائك سيترك أثرا لن يزول,0,,msa
2760,انتهى زمن  الرئيس الذي يمنح وجاء زمن الشعب الذي يجد ويعتز بكرامته؛ وما اعتمدته لكم هو بعض حقكم؛ فأنتم الذين تمنحون ولست …,0,,msa
2761,نحب اللغة العربية لأنها لغة القرآن ولأن نبيّنا عربي ولأنها لغة أهل الجنة  اليوم العالمي للغة العربية  غرد بصورة,0,,msa
2762,تطبيق الشريعة,0,,msa
2763, تصادف رحيل د.صادق العظم مع ترحيل أهالي حلب الشرقية، وما عرفنا نقول له مع السلامة وين رايح، مع السلامة يا مسك فايح. ,0,,levant
2764,تسلم لي عيونك يا آحلى  شيرين ♡   روحي شيرين محمد العراقي الجريح,0,,nile
2765, فلسطين  محرقة  الاحتلال الصهيوني بحسب الجارديان محمود عباس:  الهولوكوست أبشع جريمة في العصر الحديث مع من يود,0,,msa
2766,الروايات متضاربة ومتناقضة حول احداث طريق النصر الحل تحقيق عادل مستقل شفاف لاستجلاء الحقيقة ولا يجب ان يفلت من أجرم من العقاب مهما كان موقعه,0,,msa
2767, الى كل مشجعي المايسترو روجير فيدرر في شتى بقاع الأرض الي ما صوته إلى الآن رجاءً يصوت له على الرابط في التغريدة السابقة و شكراً ❤️ ,0,,msa
2768,هذا الإعلان لصالح مجموعة وسيعرض بالفواصل في رمضان ان شاء الله صوره من الإعلان    رمضان,0,,msa
