id,text,dialect,sarcasm_ref,human_aggregated,#humans_sarcasm
1145,قبلني و سـ أقبلكِ فما جزاء القُبللة إلا بـ مِثلها .,msa,0,0,0
1146,تفاعلكم معي طايح للأسف الشديد 😞 😞,magreb,0,0,1
1147,باقي مو مستوعبه اليوم سبت,gulf,0,0,1
1148,رضا الوالدين أهم من أبوك وأمك,nile,1,1,3
1149,اللهم اجعله خير ياربي,msa,0,0,0
1150,كُل حاجه عملتها لك . حّاسه إني بعيش بدالك,nile,0,0,2
1151,"والله إنك خيرة "" المتخيّر "" .",gulf,0,0,0
1152,انصاف الفار ❤️,msa,0,0,1
1153,شي وحيد يخرب العلاقه القويه مهما كانت قوتها ..كسر الثقه(الخيانه),msa,0,0,0
1154,لنا في اللهِ ظنٌ لا يخيب,msa,0,0,0
1155,الراجل رب الاسره مهم جدا وجوده حتي لو فيه تقصير منو,nile,0,0,0
1156,ما احب هالوقت,gulf,0,0,0
1157,ما اصدق متى اخر مره شفناهم في حفل 🥺,gulf,0,0,0
1158,هي متى عيني يجي يوم وتشوفك؟. ♥️,gulf,0,0,1
1159,سبب سهرك عزيزي القارئ؟,msa,0,0,0
1160,يارب تكمل ١٠ دقايق,nile,0,0,1
1161,لا تعاتبهم ، ضم أوجاعك وغيب,msa,0,0,0
1162,والله الواحد محتار هالفتره  يطول باله ولا يطول لسانه,nile,1,1,3
1163,يارب أيام مُريحة ، مليئة بالخير الدائم لنا 💙,msa,0,0,0
1164,اللهم استودعناك أمنياتنا ❤️,msa,0,0,0
1165,انجليزي وحش,nile,0,0,2
1166,صباح الحمااسس 🔥 🔥,msa,0,0,1
1167,ماذا لو كان نهاية ديسمبر لِقاء,msa,0,0,0
1168,- الـحب لـ فـلان زاد و تـعـدى . .,msa,0,0,1
1169,متى انام نفس الناس,levant,0,0,1
1170,لبس البوصة تبقى عروسة,nile,1,1,5
1171,احاول اسوي نفسي عادي وهو مره مو عادي .,gulf,0,0,0
1172,ياباخل بالوصل انت قتلتني!,gulf,0,0,2
1173,المرايا تعكس وجهنا والفن يعكس ارواحنا,msa,0,0,0
1174,ابغاكي تريحيني انا كمان,gulf,0,0,1
1175,احساس الاثارة لما تحصل تشحن جوالك قبل ما يفصل كانك تنقذ حياة,gulf,0,0,2
1176,شازام يسوقها يطلع لي اغنيه مو نفس الي ادور عليها,gulf,0,0,2
1177,لا حبي عادي وَلا إحساسي لك عادي 🤍,nile,0,0,2
1178,كيميتش قول ؟,magreb,0,0,2
1179,أمّا الخطأ فقد عفونا،وأمّا الوِدّ فلا يعـود,msa,0,0,0
1180,صباحكم خير يارب 🤍 .,msa,0,0,0
1181,أسلم امري الى الله عز وجل,msa,0,0,0
1182,انت مين ياعم الدكتور مجدى يعقوب,nile,1,1,4
1183,الصداع ذبحني 💔,gulf,0,0,1
1184,انت غبي,msa,0,0,1
1185,أستهتار الشعب في مواجهة الكورونا,msa,0,0,0
1186,وكم سَلّيتُ بالأوهامِ نفسي وغطَّيتُ الحقيقةَ بالخيالِ.,msa,0,0,0
1187,مخبل اللي يحسب أن الهقاويي ماتخيب,gulf,0,0,1
1188,تعديت مرحله البيتوتي صرت غرفوفي,nile,0,1,5
1189,احس وقت شي حلو,levant,0,0,0
1190,بيخترع كلام غلط,nile,0,0,0
1191,الرجالة تروح فين الدولة مش عايزاهم في الشارع والزوجات مش طايقاهم في البيت,nile,1,1,4
1192,اليسون سوا جو بالفانتسي 👀,gulf,0,0,1
1193,انا دماغي ورمت من التفكير,nile,1,1,4
1194,تكفى يالتعب تعال بعد الاختبارات مب وقتك 😣 .,gulf,0,0,2
1195,عمل نفسه ذكى ودمه خفيف,nile,1,1,3
1196,مافيش فرق بينك و بين البقرة ، يمكن البقرة ليها فايدة عنك,nile,1,1,5
1197,شعور لا يُطاق,msa,0,0,1
1198,بارون اسفند ماه = 💯,magreb,0,0,0
1199,آه من بُعدك آه,msa,0,0,1
1200,تنشيط لايك نقطه ريتويت يتابعگ 170. 🔥,msa,0,0,0
1201,عم بتشتي 🤍 🤍 🤍,levant,0,0,0
1202,شكراً للثلاث اكواب قهوة اللي شربتها اليوم.,msa,0,0,0
1203,نفسي كمان كام سنة كده تبقى مشاكلي ان مصر وحشاني,nile,0,1,3
1204,ولا حد تبيعٍ لي ولانيب تبّاع .,magreb,0,0,1
1205,فاكر نفسه نص الدنيا,nile,1,1,3
1206,اللي يحصلنى يكسرنى,msa,1,1,3
1207,حرِّر نفسك من علاقة أنت دائماً من يُحاول فيها .,msa,0,0,0
1208,وتنام الحلوة المزيونه 😴,gulf,0,0,1
1209,فلة عبابسة غير مربية,magreb,0,0,0
1210,شكل مب مخلص المهرجان لين يخلص كاريزما,gulf,0,1,3
1211,التمادي في التأمل حق من حقوق الأحبه,msa,0,0,0
1212,انا حظي سئ,msa,0,0,0
1213,الام المثالية فيفي عبده,msa,1,1,3
1214,:: وتتَزينُ وترتدي من حُلل الجمالِ ثيابًا ،، حتّى العطرُ مُترنمًا يدنو منها ويُلامسُ روحها .. فيصيرُ المساء قيدًا لحضورها الفتّان .. 🌸 ✨,msa,0,0,0
1215,العبود لعيب والله الله يستر,levant,0,0,1
1216,(تعال وضمد جروحي).,nile,0,0,0
1217,يعني اخونك عشان تعرف معنى الخيانه 😔,nile,0,0,2
1218,الجو يجنن الحين هواء بارد,gulf,0,0,0
1219,انا منلعبش مع البز كما انتا,magreb,1,1,3
1220,نبيلة عبيد متصابية,nile,0,0,2
1221,انا حتى بقيت مكسلة اتويت,gulf,0,1,3
1222,صباح الورد وااليسمينح والحب وسعاده,nile,0,0,0
1223,لديه هَوَس التملّك .. فخسر كل شيء.,msa,0,0,1
1224,ولآخر عمري الاهلي هشجع ❤,nile,0,0,0
1225,لو كان تدري..,msa,0,0,0
1226,يلا هلا بالخميس 💞,gulf,0,0,0
1227,هو عمال بحاول يكلمها وهي شادة عليه سيفون,nile,1,1,4
1228,هو قاعد بيخترع الذرة كل ده,nile,1,1,5
1229,مافيش احسن منك يا عمرو تحححفه,nile,1,0,1
1230,حظ الملايح في الارض طايح وحظ القبايح في السما لايح,levant,1,1,3
1231,وش الله بلاني ب أحياء اني ؟؟ ديني ودينه,gulf,0,0,1
1232,لا يموت قلب خالطت نبضآته آيات آلقرآن.,msa,0,0,0
1233,يا خسارة الأغاني الحلوة المرتبطه بذكريات وحشة.,nile,0,0,2
1234,ماغلط بعد واختار المايناسبني . .,gulf,0,0,0
1235,واحلف لك ان الشوق تعدى سقف المعقُول,msa,0,0,0
1236,شايله حمل كبير بقلبي,levant,0,0,0
1237,لاحول ولاقوه الابالله قطعت رموشي وقعدت,msa,0,0,1
1238,حماك الإله شرور الزمان.,msa,0,0,0
1239,كفاية كوارث فى 2020,msa,0,0,1
1240,اعتذر منك نور ولكن لا.,msa,0,0,0
1241,مبروم علي مبروم ميلفش,nile,1,1,4
1242,تحمل اخف الضررين,msa,0,0,0
1243,اسوأ نقاش يصير لما يكون بيني وبين نفسي .,msa,0,0,2
1244,سارحٍ فكري معك يا عذاب المهتوي .,gulf,0,0,1
1245,اكره كثر ماتقدر يا قلبي,gulf,0,0,1
1246,وضع اوريجي بدل رقم 4 لانه سجل هدف رابع فى برشلونة,nile,0,1,3
1247,مسوين عندهم حياه وفعاليات وكذا اقول غردو,gulf,0,0,2
1248,فلة عبابسة تقول كلبة مور ليبلاطو,magreb,1,1,3
1249,النفسيه تبي تسافر 😏,gulf,0,0,1
1250,بيحبوا بعض أوى ,nile,0,0,0
1251,تشان مشغل اريانا يسس,magreb,0,0,0
1252,تعبت وانا اذاكر امبرو,gulf,0,0,0
1253,تعبت اعد واطلع كلاون,levant,0,0,0
1254,راه عندك وجه تاع ميكي,magreb,1,1,5
1255,طيب ابغى تايهيونق,gulf,0,0,2
1256,( فصبر جميل والله المستعان على ما تصفون ),msa,0,0,0
1257,مُزجت روحّك في روحي.,msa,0,0,0
1258,محصن متعافي يمشي الليلة ؟,msa,0,0,0
1259,صومُ اللِّسانِ عن الرذائلِ واجبٌ ما نفعُ جُوعكَ واللِّسانُ طَلِيق.,msa,0,0,0
1260,الدفعة التي لا يجب ذكر اسمها,msa,0,0,2
1261,محد راح يعرف:),gulf,0,0,1
1262,اكررهه اعكس حروفف واكلج,gulf,0,1,3
1263,دير باللك على العراق,levant,0,0,1
1264,"كُل الفجريات حنونه لسببٍ ما""",msa,0,0,1
1265,امنيح امو انها ما جابت غيرو ع كميه الغباء,levant,0,1,3
1266,غصَّةٌ منهَا الفُؤادُ يَذوبُ.,msa,0,0,0
1267,علقه تفوت ولا حد يموت,nile,1,1,4
1268,اناا شفيني ارجفف على ايي شيي!!,gulf,0,0,0
1269,رغبة في ان احد يتكلم معي,msa,0,0,0
1270,ابتعد و سوف تجد نفسك مرة أخرى .,msa,0,0,0
1271,اللهمّ جبراً اللهمّ قوة,msa,0,0,0
1272,الحجارة بكل انواعها احسن من جار سئ,nile,0,0,1
1273,كثير الي يحبونك كثير يفاخرو بروحك كثير قلوب مكلومه يويلي الي يحبونك.,gulf,0,0,0
1274,يصير امسي عليكم او ما يحتاج 🙇🏻‍♀️,gulf,0,0,1
1275,وجهك تقول راك صالح اوغروط,magreb,1,1,3
1276,شكلك شبه الدرفيل في الفستان,nile,1,1,5
1277,يا بعد عمري وروحي يا هنا كل السنيين 🤍 🤍,gulf,0,0,0
1278,لاتعاتب من يحبك يمكن ظروفه قست !!,msa,0,0,0
1279,الحمدللـه قولاً وفـعـلاً وشُكراً ورضــاً,msa,0,0,0
1280,ايريدن ، دليل ايدلهن !,gulf,0,0,2
1281,فمُكِ، أمين,msa,0,0,0
1282,اللهم لا تبتلينا فيما لا نستطيع عليه صبرا.,msa,0,0,0
1283,قد نلتقي مره ولا نلتقي بعد هذي المره,msa,0,0,0
1284,وأني أحُبك ‌بالثانية أضعاف‌ حُب السّنِين ♥️ .,msa,0,0,0
1285,نورمي هو الشخص اللي مش متابع سوشيال ميديا ومبيفهمش ميمز,nile,0,1,3
1286,- «الكرم العربي» .. ظاهرة غذائية.,msa,1,0,2
1287,نادال حمار و ترابي,nile,1,1,3
1288,اجعلنا يا الله ممن شابهوا الغيوم في خِفة المرور وحُسن العَطاء 💓 .,msa,0,0,0
1289,ياخوان مباراة الاتحاد اليوم الساعة كم؟ في تطبيق 365 مكتوب الساعة ٧ و الحسابات بتويتر هنا تقول ٨ !,gulf,0,0,0
1290,الحمدلله 🥺 🥺 ❤️ ❤️ ❤️ ❤️,msa,0,0,0
1291,الانسحاب من الفوضى راحة لا مثيل لها,msa,0,0,0
1292,لا تراهن الفراق بشخص عاش بدون أب,msa,0,0,0
1293,احنا بتوع الاتوووووووبيس,nile,1,1,3
1294,اللهمَّ الطف بالجزائر وأهلها,msa,0,0,0
1295,صباح وارف بالحُب والبهَجة .,msa,0,0,0
1296,مضيفات الطيران كثير لهمن صبر,msa,0,0,1
1297,على طرف ليلة هادئة,msa,0,0,0
1298,يمين انها حلوة بشكل مُهلك.,gulf,0,0,0
1299,عندك القلب أمانه واحفظه يا وديع,msa,0,0,0
1300,اللهم ارحم جدتي ونور قبرها 🤲🏾,msa,0,0,0
1301,البحث عن الآخر,msa,0,0,0
1302,النصر 😂 😂 😂,msa,0,0,2
1303,تخيل ي مسلم القلم ف الكتاب وانا عماله ادور عليه علشان اذاكر,nile,0,1,3
1304,ميسي 💔 💔,msa,0,0,0
1305,صباح بدون شاهي ما يسمى صباح 🖐🏻,gulf,0,0,0
1306,كالخشب تحت الأظافر  كانت آخر تصرفاتك معي 🙂 💔,msa,0,0,0
1307,لاتبالغون بأحد محد يستاهل,gulf,0,0,0
1308,عزيزي العميل الله يرحم امك ابتسم وحرك عضلات وجهك شوي,gulf,1,1,4
1309,واجه المشكله,msa,0,0,0
1310,لابد من تبادل الادوار,msa,0,0,0
1311,هوه لـي روحي يداويهـا,nile,0,0,0
1312,عريان الطيز وبحب التكميز,levant,1,1,4
1313,المتاح للجميع مو ضروري لي.,levant,0,0,1
1314,يارب اجرب شعور الي يصيحون من الفررححهه 😞,gulf,0,0,1
1315,ما اذّاني شي ف حياتي مثل ماسوّت الانيميا.,gulf,0,0,0
1316,الناس ف عيني حاجه وانتَ حاجه تانيه 💜 .,nile,0,0,0
1317,مش وقت عتاب أو لوم. 🎼,msa,0,0,0
1318,ما هضمتك حتى مع بيبسي,gulf,1,1,5
1319,خميس مشيط ابها,gulf,0,0,2
1320,اللهم حقق لي ماصبرت لأجله 🌻,msa,0,0,0
1321,الحمدلله الحمدلله ♥️ 😭,msa,0,0,0
1322,السفينه اللي بالسويس اشغلتني,nile,0,0,0
1323,لستُ إنسان بلا أخطاء، لكني لست ممن يخدع الأحبه ويخون الأصدقاء.!,msa,0,0,1
1324,تعرف احد عمره تحت الثلاثين اخذ لقاح كورونا؟!,gulf,0,0,0
1325,يا غالي انشغل بالي راه,magreb,0,0,1
1326,يا عم بيتنك علي الفاضي لية هو أحنا قاعدين مع أحمد السقا ؟ -_-,nile,1,1,4
1327,حسبي الله و نعمَ الوكيل.,msa,0,0,0
1328,🛑 فتح معارض بريده 🛑,msa,0,0,0
1329,ساد بتش هاورز,msa,0,0,0
1330,بقول عادي لكن بصراحه انا بكدب ومش مرتاح..,nile,0,0,0
1331,هو في شابورة ليه؟؟,nile,0,0,1
1332,الكسل..وحشش,nile,0,0,0
1333,انا اشوف ارجع افتاري افضل,msa,0,0,2
1334,الصمت بعض الاحيان حكمه ومهابه,msa,0,0,0
1335,والله يرجاله انا مبتفائلش بالملعب ده خالص,nile,0,0,1
1336,بلنتي يرحم امك,gulf,0,0,1
1337,فديتني ما احلاني ماشاءالله,gulf,0,0,0
1338,الحياة مش مجرد فرص دي كحك وقرص,nile,1,1,5
1339,فوبيا من إني أتعود على شيء ويروح مني .,nile,0,0,0
1340,و هتيجي صدفة ملهاش اي لازمة تفكرك بكل التفاصيل اللي بقالك شهور بتحاول تنساها .,nile,0,0,0
1341,حتى عندما كانت محاولاتي تؤذيني حاولت ..,msa,0,0,0
1342,ماذا لو عاد وفي يديه كيس مطعمك المفضل؟,msa,0,0,0
1343,ان وزيرة الصحة ستقوم بفتح المحلات و مش مهم انتشار الفيرس و زي ما الدنيا تمشي,nile,0,1,3
1344,احب كيونقسو,magreb,0,0,1
1345,الغيرة عذروب خلي محـلا عذروبه ☺️,gulf,0,1,4
1346,الاكتفاء بشخص نعمه,msa,0,0,0
1347,شعره سئ و يشبهه المكنسة,levant,0,1,5
1348,بابا : السنة اللي جايه تكوني في بيتك بقى. ايه هتكتبوا الشقة باسمي,nile,1,1,5
1349,الفليت ❤ ❤,gulf,0,0,0
1350,اتقل عالرز يستوي يعني اصبرتاخد حاجة حلوة,nile,0,0,2
1351,دعواتكم الصادقه 🤍,msa,0,0,0
1352,أَفَبِهَذَا الْحَدِيثِ أَنتُم مُّدْهِنُونَ,msa,0,0,0
1353,"""اقطف لك النجمه واذوب لك قمر""",levant,0,0,1
1354,انا ذكي جدا,msa,0,0,0
1355,أنت هتزيط,nile,1,1,4
1356,نحن مافينش خير خلك,nile,0,0,0
1357,والله عجزت افهم!!.,levant,0,0,1
1358,انا مرا معصبة,gulf,0,0,0
1359,أحنا عايزين حظر التجول يشمل البيوت بحيث يمنع الدخول للمطبخ,nile,1,1,3
1360,واحد من اقاربي يقول عطني حسابك في تويتر، قلت يابن الحلال لو اني اقدر اعطيك بلوك في الواقع كان عطيتك,gulf,0,1,5
1361,انت ضعيف,msa,0,0,0
1362,الحمدلله الدور الأول المركز الثاني هات المهاجم,msa,0,0,0
1363,أَشكو النوى ولهم من عبرتي عجبٌ,msa,0,0,0
1364,الشجاعة سهلة وأنت بعيد.,levant,1,0,1
1365,لا تتذاكى حتى لا يخدعوك,msa,0,0,0
1366,لعيب وبيرقص ولا مارادونا فى نفسه,nile,1,0,1
1367,إِنَّ صَلاتَكَ سَكَن..,msa,0,0,0
1368,ماخذ الروح ومافي أقصى الضلوع وماخذ البال وراعي البـّال وقلبه ♥️ .,gulf,0,0,0
1369,تععال يا اتححاد تععال 🙏🏻 💙 💙 💙,gulf,0,0,0
1370,الغلط بسيط سامحنى,levant,0,0,0
1371,اللهم إني نمت على ضيق فأيقظني على فرح وإن غفت عيناي للأبد فأجعلها غفوة لجنتك,msa,0,0,0
1372,أجل كلّه تهيالي؟,gulf,0,0,0
1373,مساء الخير .. مازلت أحبك 🤍,msa,0,0,0
1374,الى يستطع الوصول إلى فليمنعنى,levant,0,0,0
1375,الإجابة رقم ٣,msa,0,0,0
1376,الزمالك فريق ضعيف,nile,0,0,1
1377,بدا التايم يمتلي طلعو وراعين المنصه,gulf,0,1,4
1378,مالكش اي أهميه,nile,0,1,3
1379,من يحتاجك بشكل مؤقت تجاهله بشكل دائم.,msa,0,0,0
1380,اشتقت لمحمد اخوي . 😔 💔,gulf,0,0,0
1381,عرضية اودوي 🤯,msa,0,0,0
1382,عرفنا غلانا وإنتهينا مع المقفين ولا عاد به شيٍ على الوصل يجبرنا .,levant,0,0,1
1383,انت جبان,msa,0,0,1
1384,لاتحزن إن الله معنا,msa,0,0,0
1385,القهوه ثم القهوه ثم قوديفا ❤️ ❤️ ❤️,msa,0,0,1
1386,مدري متى برتب وقتي وحياتي,gulf,0,0,1
1387,طايح بشاهي النعناع شوي,gulf,0,1,3
1388,وقت الحزن والشعر 💔,msa,0,0,0
1389,مبسوطه بشعري الحمدلله والشكر,msa,0,0,1
1390,العيون البصاصه تندق فيها رصاصه,nile,1,1,5
1391,شافوك بعيوني و أنا ما تكلمت كل من لمحني قال ولله تحبه ❤️,gulf,0,0,0
1392,العربية و اللاب مفيش مهندس يقدر يجيبهم فى 5 سنين,nile,0,1,3
1393,فرط التفكير مُهلك وجداً,msa,0,0,0
1394,الانسان ده منحوس,nile,0,0,2
1395,ياا عمريي صوت بنتهاا تهببلل,gulf,0,0,0
1396,خنفسة شافت ولادها عالحيط قالت ده لولي وملضوم في خيط,nile,1,1,4
1397,يكذب بكل ثقه بالرغم من وضوح كذبه,msa,0,0,0
1398,بس أنت المهم عندي .,msa,0,0,0
1399,كلامك غير مفيد,msa,0,0,0
